Object ID,Time,X Coordinate,Y Coordinate,Z Coordinate
5987000,45,-34.38963284283931,-153.67823472639768,4.059460880743515
5987000,46,-35.349010879703336,-156.93307858929032,4.147918726398126
5987000,47,-36.3249357429247,-160.32461443798232,4.23379868740107
5987000,48,-37.328042390517034,-164.10484491173466,4.326889841242542
5987000,49,-38.09681836299308,-167.08798156900212,4.412119459453564
5987000,50,-38.9336201150232,-170.17203588343705,4.499287054360311
5987000,51,-39.872695755132426,-173.56812127660064,4.589115723080376
5987000,52,-40.63702535737524,-176.609974267672,4.6802413405029775
5987000,53,-41.5244420205263,-180.00058400692518,4.77116239584775
5987000,54,-42.43419773498798,-183.62295795080882,4.852130946017232
5987000,55,-43.42101543689945,-187.4825881562228,4.943318880481724
5987000,56,-44.42895866685102,-190.9145086831878,5.02603038856477
5987000,57,-45.286695708200796,-193.83653635586305,5.109564588517557
5987000,58,-46.12250971906609,-196.81249201983883,5.204814592762001
5987000,59,-47.461199009102415,-200.8566971612119,5.288249628830441
5987000,60,-48.5926081954195,-204.06827981662516,5.377779038344494
5987000,61,-49.726685780288655,-207.13129413011507,5.473268039885446
5987000,62,-50.92015903489697,-210.2368689551905,5.569925031320603
5987000,63,-52.309096432595126,-213.6659058015194,5.656390745695089
5987000,64,-53.503821978871535,-216.71317422306373,5.7403731349195635
5987000,65,-54.72818775029598,-219.66779441158195,5.825996829597968
5987000,66,-56.20510194253586,-223.06484057608571,5.91599400540299
5987000,67,-57.5895772970379,-226.09836633574014,6.009550983755974
5987000,68,-58.807153152902075,-228.9134970140527,6.101963247046755
5987000,69,-60.29585042537691,-232.13916553367284,6.189227057314312
5987000,70,-61.854441975904614,-235.34771585452305,6.281673091853827
5987000,71,-63.21714071112276,-238.32470719796268,6.373286725363671
5987000,72,-64.77136837947903,-241.88465031028213,6.470989520658839
5987000,73,-66.2224179438022,-245.07278858687164,6.562910423567602
5987000,74,-67.56511569289886,-248.11092892463626,6.654776480840959
5987000,75,-68.67322036735145,-250.5427085728791,6.740760004094925
5987000,76,-70.0133717425031,-253.57918258023523,6.823341628519684
5987000,77,-71.49856186883812,-256.9501069131051,6.911081699429096
5987000,78,-72.94089503872823,-260.25523104656116,7.009110664852258
5987000,79,-74.2918990401201,-263.4489316945944,7.090015623447431
5987000,80,-75.56244068957834,-266.3350672531793,7.177895842858897
5987000,81,-77.11165837154925,-269.8884784967174,7.27408139496471
5987000,82,-78.43886626957769,-272.91982145796914,7.357053848354022
5987000,83,-79.98484907881992,-276.3286231391001,7.454307347440315
5987000,84,-81.34897636987648,-279.3700491628086,7.537639167014188
5987000,85,-83.07682590604715,-283.0003428706159,7.626682480080177
5987000,86,-84.46414192540827,-285.7061065062875,7.721030675682255
5987000,87,-86.20446863857622,-289.01627904527703,7.815439778290451
5987000,88,-87.92652344328735,-292.1343724440477,7.9163020493933685
5987000,89,-89.59046699219557,-295.06164444204717,8.006167885565398
5987000,90,-91.38309740977864,-298.1934161473932,8.093235863349063
5987000,91,-93.20153740245044,-301.29058847742846,8.17735488681671
5987000,92,-95.13054379663885,-304.4849420589459,8.269861222647231
5987000,93,-96.8976892643992,-307.41055886068415,8.365301467715227
5987000,94,-98.57739580858387,-310.3770830745645,8.456300507748004
5987000,95,-100.27609977252284,-313.3869319810692,8.55097179461512
5987000,96,-101.63762336332248,-315.91091114699856,8.644784343738182
5987000,97,-103.41329481637801,-319.11976869451956,8.733151085816885
5987000,98,-105.01442766187503,-321.8102865966359,8.828661250318246
5987000,99,-106.83887468047416,-325.1143071466356,8.917929779241621
5987000,100,-108.4222545325806,-328.14224129637347,9.004870386207015
5987000,101,-109.96886487139012,-331.2390779472338,9.088161755502021
5987000,102,-111.52831736689107,-334.34110740268244,9.178339046562625
5987000,103,-113.13233427874195,-337.54933981438035,9.262402044311171
5987000,104,-114.55082395799928,-340.35746504330814,9.354476203164642
5987000,105,-116.13094782858931,-343.31367080128166,9.447371596273731
5987000,106,-117.72480786374442,-346.2179182681493,9.536754304727987
5987000,107,-119.36635266388143,-349.2816891607199,9.623150151157189
5987000,108,-120.98194292326883,-352.4354676828019,9.717432412711918
5987000,109,-122.70588032205809,-355.61972567218174,9.803962017740282
5987000,110,-124.03653112663797,-358.2719892252787,9.886563395932374
5987000,111,-125.7615398898527,-361.52863299588466,9.970320639082479
5987000,112,-127.31419682524053,-364.4437116785212,10.049919990257123
5987000,113,-129.12635763730964,-367.8495129511078,10.138758427157587
5987000,114,-130.62307486805702,-370.6241822201,10.223682271887448
5987000,115,-132.37880060528602,-373.85599550324247,10.313906703291067
5987000,116,-133.93900420300582,-376.6986008935517,10.403033704354572
5987000,117,-135.65489015665324,-379.6815334543361,10.486758241617244
5987000,118,-137.37447893888384,-382.3726410581066,10.57165531166631
5987000,119,-139.168906425108,-385.20991802253445,10.668186117645705
5987000,120,-140.71819293344186,-387.5877508251587,10.762121597887317
5987000,121,-142.87413692558127,-390.9090454048174,10.856487040036757
5987000,122,-144.677686005879,-393.7578066292986,10.950350837292874
5987000,123,-146.73003829045555,-396.89751451709634,11.046163970395963
5987000,124,-148.5328173419063,-399.7051485166549,11.1468708122398
5987000,125,-150.40973419576184,-402.6680398456929,11.24243508254681
5987000,126,-152.08400719281457,-405.4569968864377,11.340991475185186
5987000,127,-153.46198462585184,-407.97382554914225,11.439595593716207
5987000,128,-155.20998975107,-411.1777395237895,11.530768298539993
5987000,129,-156.85658431865352,-414.1865435341768,11.619869212586167
5987000,130,-158.66066726499432,-417.691055115769,11.698784938264764
5987000,131,-160.50298835221648,-421.1785187649212,11.788910149992695
5987000,132,-162.0499549604234,-424.1646719198025,11.878674093659209
5987000,133,-163.6608725715015,-427.36739145475605,11.96631524550996
5987000,134,-165.11892326437402,-430.3401125876702,12.055812808177484
5987000,135,-166.67477546693627,-433.5291320803933,12.14623216824491
5987000,136,-168.2573032091378,-436.94765713692345,12.23598996258313
5987000,137,-169.68186494005514,-439.93547751549335,12.326686078114204
5987000,138,-171.37573587188288,-443.8228056570651,12.419424823595731
9221000,0,0.0,0.0,0.0
9221000,1,-4.977608138102108,0.025726329081002856,-0.7367889213085387
9221000,2,-7.041020734866799,0.036390895278553166,-1.502172318296443
9221000,3,-11.070585521914802,0.05721734583244199,-2.173678403912999
9221000,4,-15.574781110207184,0.0804968838624873,-2.873596333537175
9221000,5,-17.771025838410527,0.09184798122743977,-3.4550757924681372
9221000,6,-20.019471371983848,0.10346887385549497,-4.311965865904101
9221000,7,-22.453857399284054,0.11605078354202152,-4.925918360221589
9221000,8,-25.15789541155619,0.13002636575363732,-5.690398254412964
9221000,9,-28.321791517922822,0.1463786840061397,-6.360184766268049
9221000,10,-31.436921849148064,0.16247896064661277,-7.02606143551404
9221000,11,-35.00593699788786,0.18092510097427886,-7.959824056145132
9221000,12,-40.43918511048685,0.20900636511668974,-8.816544212489312
9221000,13,-45.04848950669177,0.23282914875921534,-9.505866840775752
9221000,14,-49.048178067839864,0.2535011866719571,-9.999633574366955
9221000,15,-53.05458594191634,0.2742079527615255,-10.728003180718709
9221000,16,-56.91516758157068,0.2941610288073417,-11.480183924681464
9221000,17,-59.564941002268455,0.3078561492586992,-12.394808037301985
9221000,18,-62.27797115296165,0.32187820654544014,-13.124649949070891
9221000,19,-65.76086023147316,0.3398792118677638,-13.769172643860541
9221000,20,-70.47732823418747,0.3642558611682676,-14.354890817024648
9221000,21,-74.0926891036193,0.38294153526977437,-15.041859099881544
9221000,22,-78.09834288741251,0.4036444039101572,-15.784369149465201
9221000,23,-80.83954023629077,0.4178120408788848,-16.72077057563994
9221000,24,-86.03083378278865,0.4446427841652,-17.348556306719132
9221000,25,-89.7371530086963,0.46379856851774315,-17.98118194865552
9221000,26,-93.04108257936409,0.4808746373920327,-18.82882047690093
9221000,27,-97.61912935983388,0.504535868801763,-19.68658057237856
9221000,28,-100.767636746344,0.5208086518115987,-20.232501576872888
9221000,29,-105.01172322301261,0.5427438388166251,-20.92115426805829
9221000,30,-106.20677183190631,0.5489203422550649,-21.550896958880365
9221000,31,-109.98464116831106,0.5684459270493787,-22.413542015342365
9221000,32,-112.23361464258141,0.5800695482924092,-23.086377052808473
9221000,33,-117.54103905452216,0.6075005037243884,-23.79824113451473
9221000,34,-121.63850787602924,0.6286779102973037,-24.394356527584463
9221000,35,-125.37739210312284,0.6480020039891499,-24.98719298811479
9221000,36,-129.29311381974347,0.668240066664333,-25.78428720004666
9221000,37,-133.37823697744668,0.3679497193169679,-26.313806397593662
9221000,38,-136.1630701197028,-0.05527214907899826,-27.16200506516691
9221000,39,-140.81934649199363,-0.3413726573725983,-27.851571439392234
9221000,40,-144.95991525884975,-1.0128802165034545,-28.68287916860082
9221000,41,-147.93994539418867,-1.2319724759209592,-29.479134238257114
9221000,42,-151.49449066478343,-1.078535344797766,-30.259026840605976
9221000,43,-157.11306444932836,-0.19767918363135698,-31.067003465089442
9221000,44,-160.05120960873677,-0.08194545831973074,-31.71545747253389
9221000,45,-163.52869083977265,0.46085084271331306,-32.69064934276964
9221000,46,-167.74624060820662,1.1191636448924924,-33.31425736648768
9221000,47,-171.65937799437185,1.729961046094253,-34.01927458413293
9221000,48,-175.80060260248231,2.3763603361803685,-34.85731315057982
9221000,49,-178.99270863670873,2.8746127300163575,-35.48339212712739
9221000,50,-182.11052716258732,3.361269666662162,-36.19412609773363
9221000,51,-185.93763673807317,3.9586390795239734,-36.70420852179227
9221000,52,-188.93911786102814,4.427137036211768,-37.40894556717776
9221000,53,-192.69765061528938,5.013802366887566,-38.20796128415618
9221000,54,-196.79937294702083,5.654035789187093,-38.8419682378597
9221000,55,-200.95664022061447,6.302939161654813,-39.55586831233512
9221000,56,-205.1341030545771,6.954994837395294,-40.26926697177562
9221000,57,-208.43292186711423,7.46990391389662,-40.83976353903512
9221000,58,-211.54922349885592,7.95632408016989,-41.44901243720934
9221000,59,-215.24685612533855,8.53348357547391,-42.29026106993252
9221000,60,-219.0470952862563,9.126658814258056,-42.95079521075749
9221000,61,-222.972076075143,9.739304839438423,-43.83586525248086
9221000,62,-224.51195261265875,9.979662510143129,-44.43647845290856
9221000,63,-228.8281920785147,10.653379680930438,-45.02282800461246
9221000,64,-232.69529676890556,11.256991888213708,-45.611017060253566
9221000,65,-237.02250054866542,11.932420466952635,-46.25772910944297
9221000,66,-241.08522837543975,12.56656727896008,-46.92216238901082
9221000,67,-244.08451518987405,13.03472272839357,-47.60580640139938
9221000,68,-248.56876837419577,13.73466497959026,-48.47084144365743
9221000,69,-250.7756129147002,14.079128967734901,-49.10057441664459
9221000,70,-254.97302172425427,14.734297989328955,-49.844534529672174
9221000,71,-258.817555459062,15.334387120458157,-50.52865981261909
9221000,72,-262.12815206568627,15.851134580157,-51.383850092485
9221000,73,-267.11931663628826,16.630200083829877,-52.06280652315137
9221000,74,-269.7309576205087,17.0378483130164,-52.79813301055267
9221000,75,-273.12674348002963,17.892491089408736,-53.36839551536397
9221000,76,-275.38323735741926,18.678504959369032,-54.06069641039522
9221000,77,-279.3050049095799,20.398179110848467,-54.7610637549374
9221000,78,-282.9277517719508,22.346775621797093,-55.46313280966588
9221000,79,-286.16539601360677,23.769262306907187,-56.10672580017275
9221000,80,-288.8202133503705,25.2527107234734,-56.68773208039409
9221000,81,-291.8827110272681,26.514717723302347,-57.346701522314994
9221000,82,-295.43796308282106,27.611133628599287,-58.03053931303376
9221000,83,-298.79682035401845,28.228315584935583,-58.84890061575954
9221000,84,-303.1832814846278,29.034317282357375,-59.60187044940366
9221000,85,-306.89025576686936,29.71546490337152,-60.58059790338743
9221000,86,-310.32175820874653,30.345995235342293,-61.454184540503505
9221000,87,-312.2088609983286,30.692745840516636,-62.311033529982524
9221000,88,-314.6273441332227,31.13713630788181,-63.22531826746742
9221000,89,-318.94634094474463,31.930741598705925,-63.958785285698596
9221000,90,-322.6955736139926,32.61965409683704,-64.63463733197113
9221000,91,-326.91042234427454,33.3941224278744,-65.09501092036396
9221000,92,-328.7856334501366,33.73868796472644,-65.8916845964023
9221000,93,-331.3584024357489,34.21142808659996,-66.54963612230827
9221000,94,-335.0810827322833,34.89546165001797,-67.36287660778909
9221000,95,-337.40502908368876,35.32248121047393,-67.93671807104381
9221000,96,-341.13336903078806,36.00755472109,-68.48768370245277
9221000,97,-343.58777105712477,36.45854519848837,-69.52511386347629
9221000,98,-347.90701638999127,37.252196154512674,-70.11171869533759
9221000,99,-351.2241748081679,37.861716046758005,-70.98103913175267
9221000,100,-355.0261746816421,38.56032439193031,-71.70992472997432
9221000,101,-358.5512737544124,39.2080528800289,-72.50877766369707
9221000,102,-362.4144657974052,39.917905139379926,-73.2275194568244
9221000,103,-366.8707128115946,40.736729825298994,-73.84178018600602
9221000,104,-369.5268523558714,41.22478908708911,-74.71541086250136
9221000,105,-373.4443229009949,41.94461489084147,-75.26892543320042
9221000,106,-377.83607137467607,42.75158812485365,-75.8514694010454
9221000,107,-382.5241619906696,44.19583230614835,-76.3928193186409
9221000,108,-387.7234250914224,45.29688510444219,-77.22872313750626
9221000,109,-392.5516879265746,46.83253951477514,-77.87920749116647
9221000,110,-395.8887100332645,47.53163907218259,-78.49256163893229
9221000,111,-398.8533362114336,48.49045238381209,-79.30610316813707
9221000,112,-402.4400675865108,49.19611646152843,-80.1764976617246
9221000,113,-405.2986544435422,50.10221864647085,-80.75258045595885
9221000,114,-410.1367655014218,52.11957256870696,-81.5986269625486
9221000,115,-412.96354457337026,52.93578289440024,-82.28150813431473
9221000,116,-415.12728440745275,53.56054583120616,-82.94626606283444
9221000,117,-420.6809066364714,55.164110769586806,-83.87327930637045
9221000,118,-422.72491327695326,55.754301684151976,-84.57097620375072
9221000,119,-424.69289247872746,56.322540271022014,-85.03072858976546
9221000,120,-427.2424382764596,57.05870165929156,-86.01045009239141
9221000,121,-430.07342986423663,57.87612831594984,-86.87194870863308
9221000,122,-432.7883473317409,58.66003947914331,-87.5975352975522
9221000,123,-437.05008168838174,59.890581908783695,-88.27396740368087
9221000,124,-439.66209850262095,60.6447813139735,-88.91233137639269
9221000,125,-441.62407688804586,61.21128721210407,-89.70689530849056
9221000,126,-444.94121135439974,62.16908381885654,-90.26505413135236
9221000,127,-447.5067414801942,62.90986055671006,-90.80807353324633
9221000,128,-450.90823972416405,63.89201654375086,-91.42539116574203
9221000,129,-453.26126745640784,64.57143487918385,-92.18651278513136
9221000,130,-457.00528607058743,65.65249094147272,-92.7995982750788
9221000,131,-459.79134824643154,66.45694458219533,-93.62854223320198
9221000,132,-462.65929501277367,67.28504175733593,-94.24839852357823
9221000,133,-466.2494384888979,68.32166757822584,-94.88398957855324
9221000,134,-469.2152022927594,69.17800865712401,-95.57545169373483
9221000,135,-472.9665899158233,70.26119246303504,-96.4904823364314
9221000,136,-476.7495446889797,71.35349103639071,-97.20364677939067
9221000,137,-480.8696728720965,72.54314579208472,-97.94892337749806
9221000,138,-484.34401541118496,73.54633499903069,-98.5858093544127
9221000,139,-488.8906273064714,74.85913358760054,-99.47782056845179
9221000,140,-492.7928699349119,75.98587559524468,-100.47422025014382
9221000,141,-496.8026026700061,77.14365452962682,-101.24427346261254
9221000,142,-498.4109201242657,77.60804360275469,-102.15221752111911
9221000,143,-502.9603167471943,78.92164625962911,-102.79260486699361
9221000,144,-505.611548744167,79.6871687418109,-103.50709902279876
9221000,145,-510.6010803156673,81.12785691919436,-104.27759663498672
9221000,146,-513.2533847880973,81.89368907026787,-105.15512403025126
9229000,0,0.0,0.0,0.0
9229000,1,-0.9517568029349683,-1.4307794929771587,-0.3979846116858646
9229000,2,-3.203464642228582,-4.815780147243396,-0.8303269286784407
9229000,3,-5.548724900092601,-8.341418495504765,-1.3403758794303733
9229000,4,-7.814732104154918,-11.747915437279081,-1.8700241380999711
9229000,5,-10.383098811719583,-15.60895052974889,-2.3712206241868663
9229000,6,-12.53908718422867,-18.850055758490793,-2.913833302650911
9229000,7,-15.566085899045072,-23.40055402976341,-3.465261548353743
9229000,8,-16.915876042228152,-25.42969850315575,-4.129807818737238
9229000,9,-18.93168602884613,-28.460073050201284,-4.8470019515537714
9229000,10,-20.522856268647505,-30.85208510824266,-5.43705055152953
9229000,11,-22.59806181020437,-33.97174921089579,-6.018666723819182
9229000,12,-23.42940316496757,-35.2215077189422,-6.645426190684163
9229000,13,-25.248332356434123,-37.95591064446107,-7.204647096725609
9229000,14,-26.965721122403746,-40.53766747587148,-7.785396165475382
9229000,15,-29.48034925960526,-44.31791717839672,-8.294799392225341
9229000,16,-31.29731021804441,-47.04936125198586,-8.82007544994293
9229000,17,-32.878977016414005,-49.42708675166342,-9.350869160685551
9229000,18,-34.86464816305365,-52.41215347001769,-9.849427595465315
9229000,19,-36.82050655152132,-55.352402559656305,-10.293049403484776
9229000,20,-39.08112794283579,-58.75080298937117,-10.617316904352275
9229000,21,-41.2366635777887,-61.99122761608418,-11.245343843923063
9229000,22,-44.65017808737637,-67.1227764994093,-11.819213994056497
9229000,23,-46.33324515668942,-69.65293739834097,-12.374993924916138
9229000,24,-47.54561099402556,-71.47549140866954,-12.759330005432593
9229000,25,-48.730184826216,-73.25626559571914,-13.287990335601993
9229000,26,-50.86734368387374,-76.46906434571676,-13.782687907682055
9229000,27,-51.354237554647,-77.2010136876184,-14.196298755159994
9229000,28,-52.6541296100623,-79.155146182639,-14.861799575682019
9229000,29,-54.01566503817961,-81.20194738595568,-15.438939199904599
9229000,30,-56.51637801905494,-84.96127838293377,-15.869421079664928
9229000,31,-58.75685310382503,-88.3293927961221,-16.501674478157884
9229000,32,-60.63253385266704,-91.14911054601303,-16.99931281385
9229000,33,-62.30967402443457,-93.67036151812417,-17.523921489283822
9229000,34,-64.46602410890848,-96.91201050978958,-17.87008036391322
9229000,35,-66.34027488427638,-99.72957857531165,-18.444821403563804
9229000,36,-67.24767383862083,-101.09367475179428,-18.833427169650637
9229000,37,-69.62216693014024,-104.66325892611835,-19.247707882692207
9229000,38,-71.50225496746266,-107.48960216894818,-19.72000766988633
9229000,39,-73.36077707828734,-110.28352527536836,-20.274154986277566
9229000,40,-76.15678820547822,-114.48677905888138,-20.706621600275337
9229000,41,-77.79563596217758,-116.95046490296069,-21.277979282666546
9229000,42,-78.86962988086563,-118.56500390042562,-21.883487756650222
9229000,43,-79.41688349219949,-119.72371157094211,-22.46187715151619
9229000,44,-80.36475205012474,-123.06885743355694,-22.9902799074027
9229000,45,-82.00657729048464,-126.67713220613831,-23.449537922667172
9229000,46,-84.93604550538267,-130.93542484628796,-24.002470148434103
9229000,47,-85.39095943619608,-131.95718680571352,-24.392462800458006
9229000,48,-86.43769985466433,-136.15038436869347,-25.021901355459576
9229000,49,-87.36385384440219,-138.33180909824952,-25.507850735359522
9229000,50,-89.5656167535598,-141.7622349591778,-26.00790497274055
9229000,51,-91.39673242785028,-146.2350380782897,-26.42176542097714
9229000,52,-92.12972440266834,-149.58729748281434,-26.928961949846258
9229000,53,-92.71428249774885,-152.26071061562666,-27.36713308368924
9229000,54,-93.24871816310382,-154.70489424498257,-27.75449551820695
9229000,55,-94.06933660255585,-158.45790379445577,-28.23002263434058
9229000,56,-94.96571147638612,-162.55737719117735,-28.67996842002322
9229000,57,-95.54978519803178,-165.22857509454923,-29.22197610277893
9229000,58,-95.91055707891465,-166.8785262156073,-29.55275790480393
9229000,59,-96.15080352574435,-167.9772673184528,-30.057799577101036
9229000,60,-96.64272677849509,-170.22702503339542,-30.657174013048238
9229000,61,-97.26372682882536,-173.06710150141768,-31.067906729800274
9229000,62,-98.17755621617373,-177.24640122516965,-31.56777009565725
9229000,63,-98.88999606124294,-180.5046676903436,-32.12430594504131
9229000,64,-99.82971225087792,-184.80235790048513,-32.658562515605006
9229000,65,-100.60556562934198,-188.35063929215244,-33.087447978945825
9229000,66,-100.95814481986943,-189.96312203124194,-33.50915221448309
9229000,67,-101.83896892357929,-193.99147566516308,-33.84937837331532
9229000,68,-102.46734531132225,-196.86528701339154,-34.30308400423547
9229000,69,-103.00442226266576,-199.32155027813133,-34.863700200574705
9229000,70,-103.8369667762249,-203.1291024357886,-35.46210930596345
9229000,71,-104.31561443665139,-205.3181456671509,-36.08130380334061
9229000,72,-104.88569284112845,-207.92533750332203,-36.648173636673604
9229000,73,-105.1323932594501,-209.0535951457392,-37.156819445256524
9229000,74,-105.87427177697965,-212.44649619082983,-37.56781524290736
9229000,75,-107.0500090845672,-217.82360341985384,-37.83548892427681
9229000,76,-107.8989928052968,-221.70633851093106,-38.33488549988425
9229000,77,-108.96893956097738,-226.59962410926397,-38.917324851631506
9229000,78,-109.8447788489963,-230.60518022854117,-39.46608010693182
9229000,79,-110.14678956774448,-231.9863935391537,-39.87271919757506
9229000,80,-110.87572839480869,-235.32011631143325,-40.332783677266725
9229000,81,-111.51821883652225,-238.25847675676567,-40.804580369627175
9229000,82,-112.16526674198585,-241.21768026892778,-41.18121402157558
9229000,83,-112.93109251579817,-244.72010149683675,-41.554832841565165
9229000,84,-113.0378039489241,-247.44396527776422,-42.17834732882563
9229000,85,-113.80934377319433,-251.04908339985172,-42.49162504777785
9229000,86,-113.99088681380204,-254.94740449289938,-42.894696132216275
9229000,87,-113.68781714876368,-257.5891305600084,-43.44245893423186
9229000,88,-113.81770640662867,-261.6297678109062,-43.87275707346524
9229000,89,-113.52907702476233,-264.0731728056305,-44.432053352206076
9229000,90,-113.88833840911173,-270.2425929571565,-44.95861266663327
9229000,91,-114.44139110562233,-272.7061025606783,-45.435813829792615
9229000,92,-114.62223062053079,-276.5860057044711,-45.863366103153524
9229000,93,-114.28090826909273,-279.5019858707942,-46.413296709704795
9229000,94,-113.8234305131568,-283.4103032054863,-46.83140428658173
9229000,95,-113.46998592888625,-286.429845855667,-47.32620450241968
9229000,96,-112.92132223141633,-291.1171816045949,-47.7765027828553
9229000,97,-112.42137172279881,-295.3883515444762,-48.14298070195159
9229000,98,-112.08354006848035,-298.2745100377548,-48.770019905044
9229000,99,-111.60861903261693,-302.33184854873315,-49.35391764179528
9229000,100,-111.09038980355162,-306.7591769882468,-49.830582687618616
9229000,101,-110.73441254361072,-309.8003567565105,-50.35921067544963
9229000,102,-110.46627173098626,-312.09113346099645,-50.89916659671009
9229000,103,-109.99721026845053,-316.0984125500395,-51.209813441584934
9229000,104,-109.62001877437307,-319.3208294559399,-51.80290269737011
9229000,105,-109.1049417240729,-323.72122824750875,-52.20347033092099
9229000,106,-108.75108051987947,-326.744330158977,-52.71249964080008
9229000,107,-108.40818362463008,-329.6737619451704,-53.12167164472535
9229000,108,-107.89308994377092,-334.0743028146899,-53.60329344416294
9229000,109,-107.40972821350628,-338.20375174375323,-54.04650977862494
9229000,110,-107.0073546232507,-341.6413039687807,-54.58629380798206
9229000,111,-106.50907187128385,-345.89822595421333,-55.127406577557025
9229000,112,-106.06690308801186,-349.675755895502,-55.75805750242229
9229000,113,-105.91229665959854,-350.9965872941486,-56.272620880815936
9229000,114,-105.4505941959013,-354.9409970909619,-56.785333845362075
9229000,115,-105.11987226351006,-357.76641591090663,-57.18440629708045
9229000,116,-104.51775755104876,-362.91039359649074,-57.55932629497555
9229000,117,-104.3130445088817,-364.65929509160765,-58.10757529040904
9229000,118,-103.82888527013355,-368.79555728358974,-58.64774854878381
9229000,119,-103.53908334648946,-371.27138887782326,-59.13042065516492
9229000,120,-103.06593341888593,-375.3135964823829,-59.63946399580281
9229000,121,-102.70926659357933,-378.3606673354859,-60.03689730982691
9229000,122,-102.3651445529952,-381.30056576554836,-60.52417437374424
9229000,123,-102.0577356080472,-383.9268174090226,-61.125041581492525
9229000,124,-101.3611176073137,-389.8781542174213,-61.62525319853421
9229000,125,-100.98457392890522,-393.0950367138867,-62.02121545488283
9229000,126,-100.64938314429556,-395.9586337673408,-62.46076687078287
9229000,127,-100.30228360490364,-398.9239695220677,-63.04685700300034
9229000,128,-100.18628361990383,-399.9149789128329,-63.41286933291705
9229000,129,-99.91540788168133,-402.2291205940532,-63.929313919455325
9229000,130,-100.15455593409573,-406.29309823864793,-64.49691150290859
9229000,131,-100.99899962774225,-410.0270774052251,-65.2312738487059
9229000,132,-102.19867374190183,-412.99482951095507,-65.76036732434082
9229000,133,-102.90217221458616,-415.99696972167874,-66.4527614647934
9229000,134,-103.98448926892951,-418.54759413617285,-66.95779184429104
9229000,135,-104.8129441623933,-422.00339080546644,-67.56244106661052
9229000,136,-104.92806347608345,-423.816529780511,-68.21464351478797
9229000,137,-104.63233496681052,-427.17358816655576,-68.44982142332836
9229000,138,-104.88067709905438,-430.42109413709386,-69.0187630039896
9229000,139,-105.4550440649438,-432.8990284768879,-69.59132304589313
9229000,140,-106.34588377244316,-436.7422897254634,-70.15943340236463
9229000,141,-106.94075482025795,-439.3086827889066,-70.615356674639
9229000,142,-107.62121472201184,-442.2443233419768,-71.09736593043365
